idturk,day,treatment,batch,durationinseconds,initialendowment,initialendowmentupdated,borrowsavings1,borrowsavings2,pointssaving1,pointssaving2,pointsdebt1,pointsdebt2,balance_a1,balance_a2,balance_a3,balance_a4,balance_a5,balance_a6,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,error_count,error_initial,error_main,error_main_total,error_count_total,instruction_confusion,demo_sex,demo_age,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,orderlottery,lotterychoice,timechoice,perco_orig,ind_optimal_ia,ind_optimal_ia_all,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtsaving3balance,debtsaving4balance,debtdebt1balanceupdated,debtdebt2balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated,controlsaving4balanceupdated,controlsaving5balance,controlsaving6balance,pointssaving3,pointssaving4,i
A1UGD2VEVSML1U,1,Low Debt,3,393,500,1750,0,0,650,0,600,500,1650,150,0,-3800,300,6400,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,9,10,Nope.,Male,30,Nevada,White,Master's Degree (MS),College or more,No,No,A moderate amount,I went with what gave the best returns on investment and if the debt wasn't more than what my savings were bringing in I just ignored it.,Slightly important,Not at all important,Extremely important,The same one I did.,,0.5,1,0.37142858,0,0,1650,150,300,6400,0,-3800,,,,,,,,,27
A1UGD2VEVSML1U,2,Low Debt,3,354,520,670,0,0,670,0,0,0,2320,0,0,-3800,300,6400,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,3,9,10,Nope.,Male,30,Nevada,White,Master's Degree (MS),College or more,No,No,A moderate amount,I went with what gave the best returns on investment and if the debt wasn't more than what my savings were bringing in I just ignored it.,Slightly important,Not at all important,Extremely important,The same one I did.,,0.5,1,1,1,0,2320,0,300,6400,0,-3800,,,,,,,,,27
A1UGD2VEVSML1U,3,Low Debt,3,344,639,639,0,0,639,0,0,0,2959,0,0,-3800,300,6400,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,3,9,10,Nope.,Male,30,Nevada,White,Master's Degree (MS),College or more,No,No,A moderate amount,I went with what gave the best returns on investment and if the debt wasn't more than what my savings were bringing in I just ignored it.,Slightly important,Not at all important,Extremely important,The same one I did.,,0.5,1,1,1,0,2959,0,300,6400,0,-3800,,,,,,,,,27
A1UGD2VEVSML1U,4,Low Debt,3,342,767,767,0,0,767,0,0,0,3726,0,0,-3800,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,9,10,Nope.,Male,30,Nevada,White,Master's Degree (MS),College or more,No,No,A moderate amount,I went with what gave the best returns on investment and if the debt wasn't more than what my savings were bringing in I just ignored it.,Slightly important,Not at all important,Extremely important,The same one I did.,,0.5,1,1,1,0,3726,0,300,6400,0,-3800,,,,,,,,,27
A1UOIJJQTPB7M5,0,No Debt,2,466,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,4,4,No.,Female,44,Ohio,White,Some college,Non college graduate,Yes,Yes,A moderate amount,I decided sort of early on to just put nearly everything into the account with the highest interest rate.,Slightly important,Slightly important,Extremely important,I would have put everything into the account with the highest interest rate sooner.,1,0.8,1,,0,0,,,,,,,,,,,,,,,28
A1UOIJJQTPB7M5,1,No Debt,2,861,500,500,,,400,50,,,2400,450,650,4300,900,1500,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,3,4,4,No.,Female,44,Ohio,White,Some college,Non college graduate,Yes,Yes,A moderate amount,I decided sort of early on to just put nearly everything into the account with the highest interest rate.,Slightly important,Slightly important,Extremely important,I would have put everything into the account with the highest interest rate sooner.,,0.8,1,0.80000001,0,0,,,,,,,2400,450,650,4300,900,1500,50,0,28
A1UOIJJQTPB7M5,2,No Debt,2,906,593,1043,,,693,0,,,3093,0,1000,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,4,No.,Female,44,Ohio,White,Some college,Non college graduate,Yes,Yes,A moderate amount,I decided sort of early on to just put nearly everything into the account with the highest interest rate.,Slightly important,Slightly important,Extremely important,I would have put everything into the account with the highest interest rate sooner.,,0.8,1,0.66442955,0,0,,,,,,,3093,0,1000,4300,900,1500,350,0,28
A1UOIJJQTPB7M5,3,No Debt,2,780,739,739,,,739,0,,,3832,0,1000,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,No.,Female,44,Ohio,White,Some college,Non college graduate,Yes,Yes,A moderate amount,I decided sort of early on to just put nearly everything into the account with the highest interest rate.,Slightly important,Slightly important,Extremely important,I would have put everything into the account with the highest interest rate sooner.,,0.8,1,1,1,0,,,,,,,3832,0,1000,4300,900,1500,0,0,28
A1UOIJJQTPB7M5,4,No Debt,2,849,886,886,,,886,0,,,4718,0,1000,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,No.,Female,44,Ohio,White,Some college,Non college graduate,Yes,Yes,A moderate amount,I decided sort of early on to just put nearly everything into the account with the highest interest rate.,Slightly important,Slightly important,Extremely important,I would have put everything into the account with the highest interest rate sooner.,,0.8,1,1,1,0,,,,,,,4718,0,1000,4300,900,1500,0,0,28
A1V1JNPU0KOA3X,0,Low Debt,5,556,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,"No, everything was clear.",Male,54,Michigan,White,"Professional Degree (MD, JD, etc.)",College or more,Yes,Yes,A lot,"I usually transferred money to the account that paid the greatest interest rate in order to maximize my return. I slightly reduced my debt on one account with the steepest interest rate in my very first allocation, but thereafter, I focused on the savings account with the best interest rate.",Slightly important,Moderately important,Extremely important,"I would not have reduced the debt from the high interest debt account on my first allocation. Instead, I would have put all allocations into the highest interest savings account.",1,0.75,0.949999988,,0,0,,,,,,,,,,,,,,,29
A1V1JNPU0KOA3X,1,Low Debt,5,1422,500,900,0,0,700,0,200,0,2700,0,-400,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No, everything was clear.",Male,54,Michigan,White,"Professional Degree (MD, JD, etc.)",College or more,Yes,Yes,A lot,"I usually transferred money to the account that paid the greatest interest rate in order to maximize my return. I slightly reduced my debt on one account with the steepest interest rate in my very first allocation, but thereafter, I focused on the savings account with the best interest rate.",Slightly important,Moderately important,Extremely important,"I would not have reduced the debt from the high interest debt account on my first allocation. Instead, I would have put all allocations into the highest interest savings account.",,0.75,0.949999988,0.77777779,0,0,2700,0,300,6400,-400,-4300,,,,,,,,,29
A1V1JNPU0KOA3X,2,Low Debt,5,1008,630,630,0,0,630,0,0,0,3330,0,-400,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No, everything was clear.",Male,54,Michigan,White,"Professional Degree (MD, JD, etc.)",College or more,Yes,Yes,A lot,"I usually transferred money to the account that paid the greatest interest rate in order to maximize my return. I slightly reduced my debt on one account with the steepest interest rate in my very first allocation, but thereafter, I focused on the savings account with the best interest rate.",Slightly important,Moderately important,Extremely important,"I would not have reduced the debt from the high interest debt account on my first allocation. Instead, I would have put all allocations into the highest interest savings account.",,0.75,0.949999988,1,1,0,3330,0,300,6400,-400,-4300,,,,,,,,,29
A1V1JNPU0KOA3X,3,Low Debt,5,777,756,756,0,0,756,0,0,0,4086,0,-400,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No, everything was clear.",Male,54,Michigan,White,"Professional Degree (MD, JD, etc.)",College or more,Yes,Yes,A lot,"I usually transferred money to the account that paid the greatest interest rate in order to maximize my return. I slightly reduced my debt on one account with the steepest interest rate in my very first allocation, but thereafter, I focused on the savings account with the best interest rate.",Slightly important,Moderately important,Extremely important,"I would not have reduced the debt from the high interest debt account on my first allocation. Instead, I would have put all allocations into the highest interest savings account.",,0.75,0.949999988,1,1,0,4086,0,300,6400,-400,-4300,,,,,,,,,29
A1V1JNPU0KOA3X,4,Low Debt,5,1240,907,907,0,0,907,0,0,0,4993,0,-400,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No, everything was clear.",Male,54,Michigan,White,"Professional Degree (MD, JD, etc.)",College or more,Yes,Yes,A lot,"I usually transferred money to the account that paid the greatest interest rate in order to maximize my return. I slightly reduced my debt on one account with the steepest interest rate in my very first allocation, but thereafter, I focused on the savings account with the best interest rate.",Slightly important,Moderately important,Extremely important,"I would not have reduced the debt from the high interest debt account on my first allocation. Instead, I would have put all allocations into the highest interest savings account.",,0.75,0.949999988,1,1,0,4993,0,300,6400,-400,-4300,,,,,,,,,29
A1VMPZVVVZUCS4,0,Low Debt,3,264,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,2,2,"no, but could have used an automatic calculator/countdown on the points distribution so I didn't have to do any mental math on my own",Female,34,Michigan,Asian,College graduate with Associate's Degree (2 year),College or more,No,Yes,A lot,"honestly didn't think this one through as much as I should have.... the debt made me panic the first couple of times and I wanted to reduce it as much as possible, but I didn't realize there was no way you could ever wipe it out completely.   after I realized this I prioritized making the returns outweigh the debt incurred from the negative account.  I should have zeroed out the 15% debt exactly and thrown everything into the 20% savings but I was an idiot.",Extremely important,Slightly important,Extremely important,Empty out lowest interest % savings Zero out the smallest amount of debt Throw everything into the highest %age but do calculations to make sure the return is larger than the debt. Pay down some of the debt so the math works out.,2,0.5,1,,0,0,,,,,,,,,,,,,,,30
A1VMPZVVVZUCS4,1,Low Debt,3,733,500,1400,0,0,0,0,700,700,1100,400,100,-3600,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,"no, but could have used an automatic calculator/countdown on the points distribution so I didn't have to do any mental math on my own",Female,34,Michigan,Asian,College graduate with Associate's Degree (2 year),College or more,No,Yes,A lot,"honestly didn't think this one through as much as I should have.... the debt made me panic the first couple of times and I wanted to reduce it as much as possible, but I didn't realize there was no way you could ever wipe it out completely.   after I realized this I prioritized making the returns outweigh the debt incurred from the negative account.  I should have zeroed out the 15% debt exactly and thrown everything into the 20% savings but I was an idiot.",Extremely important,Slightly important,Extremely important,Empty out lowest interest % savings Zero out the smallest amount of debt Throw everything into the highest %age but do calculations to make sure the return is larger than the debt. Pay down some of the debt so the math works out.,,0.5,1,0,0,0,1100,400,300,6400,100,-3600,,,,,,,,,30
A1VMPZVVVZUCS4,2,Low Debt,3,449,460,860,0,0,100,0,0,760,1200,0,100,-2840,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"no, but could have used an automatic calculator/countdown on the points distribution so I didn't have to do any mental math on my own",Female,34,Michigan,Asian,College graduate with Associate's Degree (2 year),College or more,No,Yes,A lot,"honestly didn't think this one through as much as I should have.... the debt made me panic the first couple of times and I wanted to reduce it as much as possible, but I didn't realize there was no way you could ever wipe it out completely.   after I realized this I prioritized making the returns outweigh the debt incurred from the negative account.  I should have zeroed out the 15% debt exactly and thrown everything into the 20% savings but I was an idiot.",Extremely important,Slightly important,Extremely important,Empty out lowest interest % savings Zero out the smallest amount of debt Throw everything into the highest %age but do calculations to make sure the return is larger than the debt. Pay down some of the debt so the math works out.,,0.5,1,0.11627907,0,0,1200,0,300,6400,100,-2840,,,,,,,,,30
A1VMPZVVVZUCS4,3,Low Debt,3,385,478,478,0,0,200,0,0,278,1400,0,100,-2562,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,"no, but could have used an automatic calculator/countdown on the points distribution so I didn't have to do any mental math on my own",Female,34,Michigan,Asian,College graduate with Associate's Degree (2 year),College or more,No,Yes,A lot,"honestly didn't think this one through as much as I should have.... the debt made me panic the first couple of times and I wanted to reduce it as much as possible, but I didn't realize there was no way you could ever wipe it out completely.   after I realized this I prioritized making the returns outweigh the debt incurred from the negative account.  I should have zeroed out the 15% debt exactly and thrown everything into the 20% savings but I was an idiot.",Extremely important,Slightly important,Extremely important,Empty out lowest interest % savings Zero out the smallest amount of debt Throw everything into the highest %age but do calculations to make sure the return is larger than the debt. Pay down some of the debt so the math works out.,,0.5,1,0.41841003,0,0,1400,0,300,6400,100,-2562,,,,,,,,,30
A1VMPZVVVZUCS4,4,Low Debt,3,816,532,532,0,0,470,0,0,62,1870,0,100,-2500,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"no, but could have used an automatic calculator/countdown on the points distribution so I didn't have to do any mental math on my own",Female,34,Michigan,Asian,College graduate with Associate's Degree (2 year),College or more,No,Yes,A lot,"honestly didn't think this one through as much as I should have.... the debt made me panic the first couple of times and I wanted to reduce it as much as possible, but I didn't realize there was no way you could ever wipe it out completely.   after I realized this I prioritized making the returns outweigh the debt incurred from the negative account.  I should have zeroed out the 15% debt exactly and thrown everything into the 20% savings but I was an idiot.",Extremely important,Slightly important,Extremely important,Empty out lowest interest % savings Zero out the smallest amount of debt Throw everything into the highest %age but do calculations to make sure the return is larger than the debt. Pay down some of the debt so the math works out.,,0.5,1,0.88345867,0,0,1870,0,300,6400,100,-2500,,,,,,,,,30
A1VRG5HKZC0H0C,0,Low Debt,3,399,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,No issues,Male,35,Florida,White,Master's Degree (MS),College or more,No,Yes,A moderate amount,"I focused on the savings account which had the highest rate of return. As it was significantly higher than the rates on the debt, there was no reason to pay off the debt. I actually would have borrowed more if I could and put the money in the savings account.",Slightly important,Slightly important,Extremely important,I think the best strategy was putting all of the returns into the high interest savings account and not paying down any of the debt.,1,0.41,0.38,,0,1,,,,,,,,,,,,,,,31
A1VRG5HKZC0H0C,1,Low Debt,3,929,500,900,0,0,900,0,0,0,2900,0,-600,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No issues,Male,35,Florida,White,Master's Degree (MS),College or more,No,Yes,A moderate amount,"I focused on the savings account which had the highest rate of return. As it was significantly higher than the rates on the debt, there was no reason to pay off the debt. I actually would have borrowed more if I could and put the money in the savings account.",Slightly important,Slightly important,Extremely important,I think the best strategy was putting all of the returns into the high interest savings account and not paying down any of the debt.,,0.41,0.38,1,1,1,2900,0,300,6400,-600,-4300,,,,,,,,,31
A1VRG5HKZC0H0C,2,Low Debt,3,552,640,640,0,0,640,0,0,0,3540,0,-600,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No issues,Male,35,Florida,White,Master's Degree (MS),College or more,No,Yes,A moderate amount,"I focused on the savings account which had the highest rate of return. As it was significantly higher than the rates on the debt, there was no reason to pay off the debt. I actually would have borrowed more if I could and put the money in the savings account.",Slightly important,Slightly important,Extremely important,I think the best strategy was putting all of the returns into the high interest savings account and not paying down any of the debt.,,0.41,0.38,1,1,1,3540,0,300,6400,-600,-4300,,,,,,,,,31
A1VRG5HKZC0H0C,3,Low Debt,3,457,768,768,0,0,768,0,0,0,4308,0,-600,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No issues,Male,35,Florida,White,Master's Degree (MS),College or more,No,Yes,A moderate amount,"I focused on the savings account which had the highest rate of return. As it was significantly higher than the rates on the debt, there was no reason to pay off the debt. I actually would have borrowed more if I could and put the money in the savings account.",Slightly important,Slightly important,Extremely important,I think the best strategy was putting all of the returns into the high interest savings account and not paying down any of the debt.,,0.41,0.38,1,1,1,4308,0,300,6400,-600,-4300,,,,,,,,,31
A1VRG5HKZC0H0C,4,Low Debt,3,579,922,922,0,0,922,0,0,0,5230,0,-600,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No issues,Male,35,Florida,White,Master's Degree (MS),College or more,No,Yes,A moderate amount,"I focused on the savings account which had the highest rate of return. As it was significantly higher than the rates on the debt, there was no reason to pay off the debt. I actually would have borrowed more if I could and put the money in the savings account.",Slightly important,Slightly important,Extremely important,I think the best strategy was putting all of the returns into the high interest savings account and not paying down any of the debt.,,0.41,0.38,1,1,1,5230,0,300,6400,-600,-4300,,,,,,,,,31
A1W2FHXKHCS8WT,0,Low Debt,5,545,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,1,1,0,13,14,no i will try all pars of the instructions. ,Female,45,Arkansas,Black,Master's Degree (MS),College or more,No,Yes,A moderate amount,i like this study  so much. i like this survey. Thank you.,Extremely important,Extremely important,Extremely important,i will make all decisions are correct that's give me a many points as possible and obtain a high payoff.,2,0.5,0.5,,0,0,,,,,,,,,,,,,,,32
A1W2FHXKHCS8WT,1,Low Debt,5,811,500,2200,0,0,1200,400,300,300,1800,500,-300,-4000,300,6400,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,6,0,6,13,14,no i will try all pars of the instructions. ,Female,45,Arkansas,Black,Master's Degree (MS),College or more,No,Yes,A moderate amount,i like this study  so much. i like this survey. Thank you.,Extremely important,Extremely important,Extremely important,i will make all decisions are correct that's give me a many points as possible and obtain a high payoff.,,0.5,0.5,0.54545456,0,0,1800,500,300,6400,-300,-4000,,,,,,,,,32
A1W2FHXKHCS8WT,2,Low Debt,5,673,530,2480,0,0,1200,680,300,300,1400,830,0,-3700,300,6400,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,13,14,no i will try all pars of the instructions. ,Female,45,Arkansas,Black,Master's Degree (MS),College or more,No,Yes,A moderate amount,i like this study  so much. i like this survey. Thank you.,Extremely important,Extremely important,Extremely important,i will make all decisions are correct that's give me a many points as possible and obtain a high payoff.,,0.5,0.5,0.48387095,0,0,1400,830,300,6400,0,-3700,,,,,,,,,32
A1W2FHXKHCS8WT,3,Low Debt,5,848,543,2643,0,0,1600,600,200,243,1700,630,200,-3457,300,6400,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,3,13,14,no i will try all pars of the instructions. ,Female,45,Arkansas,Black,Master's Degree (MS),College or more,No,Yes,A moderate amount,i like this study  so much. i like this survey. Thank you.,Extremely important,Extremely important,Extremely important,i will make all decisions are correct that's give me a many points as possible and obtain a high payoff.,,0.5,0.5,0.60537267,0,0,1700,630,300,6400,200,-3457,,,,,,,,,32
A1W2FHXKHCS8WT,4,Low Debt,5,667,625,2925,0,0,1400,1000,300,225,1400,1030,500,-3232,300,6400,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,13,14,no i will try all pars of the instructions. ,Female,45,Arkansas,Black,Master's Degree (MS),College or more,No,Yes,A moderate amount,i like this study  so much. i like this survey. Thank you.,Extremely important,Extremely important,Extremely important,i will make all decisions are correct that's give me a many points as possible and obtain a high payoff.,,0.5,0.5,0.47863248,0,0,1400,1030,300,6400,500,-3232,,,,,,,,,32
A1WVNDH62P2UNZ,0,Low Debt,5,620,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,11,11,N/A,Female,26,Virginia,White,High school or equivalent,Non college graduate,No,No,A little,Well at first i was thinking of trying to get the debt down but then just started putting the money into the more positive savings account.,Moderately important,Extremely important,Slightly important,I honestly I should have put all the money into the two highest percentage accounts an I honestly see were I went wrong since I did not do that in the beginning  ,2,0.800000012,0.800000012,,0,0,,,,,,,,,,,,,,,33
A1WVNDH62P2UNZ,1,Low Debt,5,1482,500,500,0,0,55,100,100,245,2055,500,-500,-4055,300,6400,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,4,0,4,11,11,N/A,Female,26,Virginia,White,High school or equivalent,Non college graduate,No,No,A little,Well at first i was thinking of trying to get the debt down but then just started putting the money into the more positive savings account.,Moderately important,Extremely important,Slightly important,I honestly I should have put all the money into the two highest percentage accounts an I honestly see were I went wrong since I did not do that in the beginning  ,,0.800000012,0.800000012,0.11,0,0,2055,500,300,6400,-500,-4055,,,,,,,,,33
A1WVNDH62P2UNZ,2,Low Debt,5,902,548,748,0,0,0,0,600,148,1955,400,100,-3907,300,6400,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4,0,4,11,11,N/A,Female,26,Virginia,White,High school or equivalent,Non college graduate,No,No,A little,Well at first i was thinking of trying to get the debt down but then just started putting the money into the more positive savings account.,Moderately important,Extremely important,Slightly important,I honestly I should have put all the money into the two highest percentage accounts an I honestly see were I went wrong since I did not do that in the beginning  ,,0.800000012,0.800000012,0,0,0,1955,400,300,6400,100,-3907,,,,,,,,,33
A1WVNDH62P2UNZ,3,Low Debt,5,773,616,616,0,0,400,100,58,58,2355,500,158,-3849,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,11,11,N/A,Female,26,Virginia,White,High school or equivalent,Non college graduate,No,No,A little,Well at first i was thinking of trying to get the debt down but then just started putting the money into the more positive savings account.,Moderately important,Extremely important,Slightly important,I honestly I should have put all the money into the two highest percentage accounts an I honestly see were I went wrong since I did not do that in the beginning  ,,0.800000012,0.800000012,0.64935064,0,0,2355,500,300,6400,158,-3849,,,,,,,,,33
A1WVNDH62P2UNZ,4,Low Debt,5,1134,717,717,0,0,500,25,192,0,2855,525,350,-3849,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,11,11,N/A,Female,26,Virginia,White,High school or equivalent,Non college graduate,No,No,A little,Well at first i was thinking of trying to get the debt down but then just started putting the money into the more positive savings account.,Moderately important,Extremely important,Slightly important,I honestly I should have put all the money into the two highest percentage accounts an I honestly see were I went wrong since I did not do that in the beginning  ,,0.800000012,0.800000012,0.69735008,0,0,2855,525,300,6400,350,-3849,,,,,,,,,33
A1ZI4VU6650Q8B,0,No Debt,2,581,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,2,2,"No, nothing was confusing.  Everything was explained well.",Male,57,Georgia,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,"I was trying to put the most points into the account that had the highest return rate, Account 1.  I believed this would give me the most points at the end.  As I was unable to do anything about the debt accounts as they were both locked, I really did not take them into consideration in my decision making.",Slightly important,Extremely important,Extremely important,"I think, given all the information and variables presented to me, I made the best choices to achieve the highest payoff.",1,0.75,1,,0,1,,,,,,,,,,,,,,,34
A1ZI4VU6650Q8B,1,No Debt,2,869,500,900,,,900,0,,,2900,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,"No, nothing was confusing.  Everything was explained well.",Male,57,Georgia,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,"I was trying to put the most points into the account that had the highest return rate, Account 1.  I believed this would give me the most points at the end.  As I was unable to do anything about the debt accounts as they were both locked, I really did not take them into consideration in my decision making.",Slightly important,Extremely important,Extremely important,"I think, given all the information and variables presented to me, I made the best choices to achieve the highest payoff.",,0.75,1,1,1,1,,,,,,,2900,0,600,4300,900,1500,0,0,34
A1ZI4VU6650Q8B,2,No Debt,2,559,640,640,,,640,0,,,3540,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"No, nothing was confusing.  Everything was explained well.",Male,57,Georgia,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,"I was trying to put the most points into the account that had the highest return rate, Account 1.  I believed this would give me the most points at the end.  As I was unable to do anything about the debt accounts as they were both locked, I really did not take them into consideration in my decision making.",Slightly important,Extremely important,Extremely important,"I think, given all the information and variables presented to me, I made the best choices to achieve the highest payoff.",,0.75,1,1,1,1,,,,,,,3540,0,600,4300,900,1500,0,0,34
A1ZI4VU6650Q8B,3,No Debt,2,464,768,768,,,768,0,,,4308,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,"No, nothing was confusing.  Everything was explained well.",Male,57,Georgia,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,"I was trying to put the most points into the account that had the highest return rate, Account 1.  I believed this would give me the most points at the end.  As I was unable to do anything about the debt accounts as they were both locked, I really did not take them into consideration in my decision making.",Slightly important,Extremely important,Extremely important,"I think, given all the information and variables presented to me, I made the best choices to achieve the highest payoff.",,0.75,1,1,1,1,,,,,,,4308,0,600,4300,900,1500,0,0,34
A1ZI4VU6650Q8B,4,No Debt,2,743,922,922,,,922,0,,,5230,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"No, nothing was confusing.  Everything was explained well.",Male,57,Georgia,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,A moderate amount,"I was trying to put the most points into the account that had the highest return rate, Account 1.  I believed this would give me the most points at the end.  As I was unable to do anything about the debt accounts as they were both locked, I really did not take them into consideration in my decision making.",Slightly important,Extremely important,Extremely important,"I think, given all the information and variables presented to me, I made the best choices to achieve the highest payoff.",,0.75,1,1,1,1,,,,,,,5230,0,600,4300,900,1500,0,0,34
A2196WCNDZULFS,0,Low Debt,5,415,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,5,5,"No, I don't think so.",Female,39,South Dakota,White,Some college,Non college graduate,No,Yes,A little,I tried to figure out what would make me the most money. I wanted to for sure pay off the debt with the highest interest rate.,Moderately important,Moderately important,Extremely important,I probably would make a chart and figure out exactly how much money I would make from each different option.,2,0.75,1,,0,0,,,,,,,,,,,,,,,35
A2196WCNDZULFS,1,Low Debt,5,984,500,900,0,0,150,0,600,150,2150,0,0,-4150,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,5,5,"No, I don't think so.",Female,39,South Dakota,White,Some college,Non college graduate,No,Yes,A little,I tried to figure out what would make me the most money. I wanted to for sure pay off the debt with the highest interest rate.,Moderately important,Moderately important,Extremely important,I probably would make a chart and figure out exactly how much money I would make from each different option.,,0.75,1,0.16666667,0,0,2150,0,300,6400,0,-4150,,,,,,,,,35
A2196WCNDZULFS,2,Low Debt,5,800,588,588,0,0,588,0,0,0,2738,0,0,-4150,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,5,"No, I don't think so.",Female,39,South Dakota,White,Some college,Non college graduate,No,Yes,A little,I tried to figure out what would make me the most money. I wanted to for sure pay off the debt with the highest interest rate.,Moderately important,Moderately important,Extremely important,I probably would make a chart and figure out exactly how much money I would make from each different option.,,0.75,1,1,1,0,2738,0,300,6400,0,-4150,,,,,,,,,35
A2196WCNDZULFS,3,Low Debt,5,677,705,705,0,0,705,0,0,0,3443,0,0,-4150,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,5,"No, I don't think so.",Female,39,South Dakota,White,Some college,Non college graduate,No,Yes,A little,I tried to figure out what would make me the most money. I wanted to for sure pay off the debt with the highest interest rate.,Moderately important,Moderately important,Extremely important,I probably would make a chart and figure out exactly how much money I would make from each different option.,,0.75,1,1,1,0,3443,0,300,6400,0,-4150,,,,,,,,,35
